,WikidataID,authorid_x,SBL,SKBL,wikidata.wikipedia,wikidata.wikidata_id,wikidata.sbl_link,wikidata.skbl_link,wikidata.sol_link,authorid_y,WD_Littbank_SBL_merge_outer
0,Q365923,AchariusE,5503.0,,https://sv.wikipedia.org/wiki/Erik_Acharius,Q365923,5503.0,,,AchariusE,both
1,Q5541979,AckeJAG,5508.0,,https://sv.wikipedia.org/wiki/J.A.G._Acke,Q5541979,5508.0,,,AckeJAG,both
2,Q4933819,AdelborgO,5519.0,OttiliaAdelborg,https://sv.wikipedia.org/wiki/Ottilia_Adelborg,Q4933819,5519.0,OttiliaAdelborg,,AdelborgO,both
3,Q3338577,AdlerbethGJ,5544.0,,https://sv.wikipedia.org/wiki/Gudmund_J%C3%B6ran_Adlerbeth,Q3338577,5544.0,,Gudmund_Jöran_Adlerbeth,AdlerbethGJ,both
4,Q5542883,AdlersparreCA,5562.0,,https://sv.wikipedia.org/wiki/Carl_August_Adlersparre,Q5542883,5562.0,,,AdlersparreCA,both
5,Q918652,AdlersparreG,5563.0,,https://sv.wikipedia.org/wiki/Georg_Adlersparre,Q918652,5563.0,,,AdlersparreG,both
6,Q4346827,AdlersparreS,5564.0,SophieAdlersparre,https://sv.wikipedia.org/wiki/Sophie_Adlersparre,Q4346827,5564.0,SophieAdlersparre,,AdlersparreS,both
7,Q347903,AfzeliusA,5578.0,,https://sv.wikipedia.org/wiki/Adam_Afzelius_(botaniker),Q347903,5578.0,,,AfzeliusA,both
8,Q717133,AfzeliusAA,5581.0,,https://sv.wikipedia.org/wiki/Arvid_August_Afzelius,Q717133,5581.0,,,AfzeliusAA,both
9,Q345654,AgardhCA,5590.0,,https://sv.wikipedia.org/wiki/Carl_Adolph_Agardh,Q345654,5590.0,,,AgardhCA,both
10,Q520594,AgardhJG,5591.0,,https://sv.wikipedia.org/wiki/Jacob_Georg_Agardh,Q520594,5591.0,,,AgardhJG,both
11,Q469339,AgrellA,5599.0,AlfhildAgrell,https://sv.wikipedia.org/wiki/Alfhild_Agrell,Q469339,5599.0,AlfhildAgrell,,AgrellA,both
12,Q10684676,AgrellS,5605.0,,https://sv.wikipedia.org/wiki/Sven_Agrell,Q10684676,5605.0,,,AgrellS,both
13,Q717126,AhnfeltA,5629.0,,https://sv.wikipedia.org/wiki/Arvid_Ahnfelt,Q717126,5629.0,,,AhnfeltA,both
14,Q5544433,AhnfeltO,5634.0,,https://sv.wikipedia.org/wiki/Otto_Ahnfelt,Q5544433,5634.0,,,AhnfeltO,both
15,Q5544437,AhnfeltPG,5631.0,,https://sv.wikipedia.org/wiki/Paul_Gabriel_Ahnfelt,Q5544437,5631.0,,,AhnfeltPG,both
16,Q5545272,AlanderPG,5642.0,,https://sv.wikipedia.org/wiki/Pehr_Gustaf_Alander,Q5545272,5642.0,,,AlanderPG,both
17,Q5545821,AldénGA,5649.0,,https://sv.wikipedia.org/wiki/Gustaf_Ald%C3%A9n,Q5545821,5649.0,,,AldénGA,both
18,Q5547555,AlmquistJA,5703.0,,https://sv.wikipedia.org/wiki/Johan_Axel_Almquist,Q5547555,5703.0,,,AlmquistJA,both
19,Q316381,AlmqvistCJL,5695.0,,https://sv.wikipedia.org/wiki/Carl_Jonas_Love_Almqvist,Q316381,5695.0,,,AlmqvistCJL,both
20,Q4935677,AndersonH,5784.0,HedvigHeddaElisabetAnderson,https://sv.wikipedia.org/wiki/Hedda_Anderson,Q4935677,5784.0,HedvigHeddaElisabetAnderson,,AndersonH,both
21,Q5556276,AnderssonA,5791.0,,https://sv.wikipedia.org/wiki/Aksel_Andersson,Q5556276,5791.0,,,AnderssonA,both
22,Q5553419,AnderssonAn,5781.0,,https://sv.wikipedia.org/wiki/Anders_Anderson_(l%C3%A4kare),Q5553419,5781.0,,,AnderssonAn,both
23,Q5554619,AnderssonG,5798.0,,https://sv.wikipedia.org/wiki/Gustaf_Andersson_(skolman),Q5554619,5798.0,,,AnderssonG,both
24,Q1348854,AnderssonNJ,5809.0,,https://sv.wikipedia.org/wiki/Nils_Johan_Andersson,Q1348854,5809.0,,,AnderssonNJ,both
25,Q365594,AnderssonO,5814.0,,https://sv.wikipedia.org/wiki/Oskar_Andersson_(tecknare),Q365594,5814.0,,,AnderssonO,both
26,Q5556719,AndrénV,5828.0,,https://sv.wikipedia.org/wiki/Vicke_Andr%C3%A9n,Q5556719,5828.0,,,AndrénV,both
27,Q462700,AngeredStrandbergH,5834.0,HilmaAngeredStrandberg,https://sv.wikipedia.org/wiki/Hilma_Angered-Strandberg,Q462700,5834.0,HilmaAngeredStrandberg,,AngeredStrandbergH,both
28,Q5557470,AnnerstedtD,18723.0,,https://sv.wikipedia.org/wiki/Daniel_Annerstedt,Q5557470,18723.0,,,AnnerstedtD,both
29,Q5684083,ApelbladJ,18745.0,,https://sv.wikipedia.org/wiki/Jonas_Apelblad,Q5684083,18745.0,,,ApelbladJ,both
30,Q1607896,ArckenholtzJ,18766.0,,https://sv.wikipedia.org/wiki/Johan_Arckenholtz,Q1607896,18766.0,,,ArckenholtzJ,both
31,Q5558934,ArfvidssonN,18794.0,,https://sv.wikipedia.org/wiki/Nils_Arfwidsson,Q5558934,18794.0,,,ArfvidssonN,both
32,Q5558915,ArfwedsonCD,18788.0,,https://sv.wikipedia.org/wiki/Carl_David_Arfwedson,Q5558915,18788.0,,,ArfwedsonCD,both
33,Q543935,ArmfeltGM,18804.0,,https://sv.wikipedia.org/wiki/Gustaf_Mauritz_Armfelt,Q543935,18804.0,,,ArmfeltGM,both
34,Q57351,ArndtEM,18812.0,,https://sv.wikipedia.org/wiki/Ernst_Moritz_Arndt,Q57351,18812.0,,,ArndtEM,both
35,Q5559555,ArnellL,18821.0,,https://sv.wikipedia.org/wiki/Lars_Arnell_den_yngre,Q5559555,18821.0,,Lars_Arnell,ArnellL,both
36,Q192618,ArnoldsonKP,18827.0,,https://sv.wikipedia.org/wiki/Klas_Pontus_Arnoldson,Q192618,18827.0,,,ArnoldsonKP,both
37,Q1077973,AroseniusI,18836.0,,https://sv.wikipedia.org/wiki/Ivar_Arosenius,Q1077973,18836.0,,,AroseniusI,both
38,Q16158791,ArosiandrinusAJ,18831.0,,https://sv.wikipedia.org/wiki/Andreas_Johannis_Arosiandrinus,Q16158791,18831.0,,Andreas_Johannis_Arosiandrinus,ArosiandrinusAJ,both
39,Q5560131,ArrheniusJ,18845.0,,https://sv.wikipedia.org/wiki/Jacob_Arrhenius,Q5560131,18845.0,,,ArrheniusJ,both
40,Q5560452,ArvidiA,5823.0,,https://sv.wikipedia.org/wiki/Andreas_Arvidi,Q5560452,5823.0,,,ArvidiA,both
41,Q362749,ArvidssonAI,18860.0,,https://sv.wikipedia.org/wiki/Adolf_Ivar_Arwidsson,Q362749,18860.0,,,ArvidssonAI,both
42,Q5594681,AschaneusML,18865.0,,https://sv.wikipedia.org/wiki/Martin_Aschaneus,Q5594681,18865.0,,,AschaneusML,both
43,Q4071288,AskelöfJC,18875.0,,https://sv.wikipedia.org/wiki/Johan_Christoffer_Askel%C3%B6f,Q4071288,18875.0,,,AskelöfJC,both
44,Q5561282,AspPO,18884.0,,https://sv.wikipedia.org/wiki/Per_Olof_von_Asp,Q5561282,18884.0,,,AspPO,both
45,Q5561666,AsteropherusMO,18902.0,,https://sv.wikipedia.org/wiki/Magnus_Olai_Asteropherus,Q5561666,18902.0,,,AsteropherusMO,both
46,Q444538,AtterbomPDA,18908.0,,https://sv.wikipedia.org/wiki/Per_Daniel_Amadeus_Atterbom,Q444538,18908.0,,,AtterbomPDA,both
47,Q6150396,AveelenJ,18945.0,,https://sv.wikipedia.org/wiki/Johannes_van_den_Aveelen,Q6150396,18945.0,,,AveelenJ,both
48,Q5562885,AxehielmJ,18946.0,,https://sv.wikipedia.org/wiki/Johan_Axehielm,Q5562885,18946.0,,,AxehielmJ,both
49,Q16159388,AxelsonM,18950.0,,https://sv.wikipedia.org/wiki/Maximilian_Axelson,Q16159388,18950.0,,,AxelsonM,both
50,Q5563610,BackmanA,18964.0,,https://sv.wikipedia.org/wiki/Anders_Backman,Q5563610,18964.0,,,BackmanA,both
51,Q5563626,BackmanCJ,18966.0,,https://sv.wikipedia.org/wiki/Carl_Johan_Backman_(journalist),Q5563626,18966.0,,Carl_Johan_Backman,BackmanCJ,both
52,Q4356553,BadinG,18973.0,,https://sv.wikipedia.org/wiki/Gustav_Badin,Q4356553,18973.0,,,BadinG,both
53,Q5563937,BagerH,18982.0,,https://sv.wikipedia.org/wiki/Haqvin_Bager,Q5563937,18982.0,,,BagerH,both
54,Q1693505,BahrJF,19011.0,,https://sv.wikipedia.org/wiki/Johan_Fredrik_Bahr,Q1693505,19011.0,,,BahrJF,both
55,Q214043,BauerJ,19089.0,,https://sv.wikipedia.org/wiki/John_Bauer,Q214043,19089.0,,,BauerJ,both
56,Q5568454,BeckmanN,18394.0,,https://sv.wikipedia.org/wiki/Natanael_Beckman,Q5568454,18394.0,,,BeckmanN,both
57,Q312498,BellmanCM,18441.0,,https://sv.wikipedia.org/wiki/Carl_Michael_Bellman,Q312498,18441.0,,,BellmanCM,both
58,Q273950,BenedictssonV,18474.0,VictoriaBenedictsson,https://sv.wikipedia.org/wiki/Victoria_Benedictsson,Q273950,18474.0,VictoriaBenedictsson,,BenedictssonV,both
59,Q5570805,BensowO,18499.0,,https://sv.wikipedia.org/wiki/Oscar_Bensow,Q5570805,18499.0,,,BensowO,both
60,Q1340404,BenzeliusEdy,18503.0,,https://sv.wikipedia.org/wiki/Erik_Benzelius_den_yngre,Q1340404,18503.0,,,BenzeliusEdy,both
61,Q5570926,BenzelstiernaG,18507.0,,https://sv.wikipedia.org/wiki/Gustaf_Benzelstierna,Q5570926,18507.0,,,BenzelstiernaG,both
62,Q5570995,BerchA,18514.0,,https://sv.wikipedia.org/wiki/Anders_Berch,Q5570995,18514.0,,,BerchA,both
63,Q656239,BergPG,18554.0,,https://sv.wikipedia.org/wiki/Per_Gustaf_Berg,Q656239,18554.0,,,BergPG,both
64,Q5571370,BergRG,18558.0,,https://sv.wikipedia.org/wiki/Ruben_G:son_Berg,Q5571370,18558.0,,,BergRG,both
65,Q5571427,BergW,18561.0,,https://sv.wikipedia.org/wiki/Wilhelm_Berg,Q5571427,18561.0,,,BergW,both
66,Q5571604,BergenhielmJ,18575.0,,https://sv.wikipedia.org/wiki/Johan_Bergenhielm,Q5571604,18575.0,,,BergenhielmJ,both
67,Q4938400,BergerCCU,18587.0,ChristinaCharlottaUlrikaBerger,https://sv.wikipedia.org/wiki/Charlotta_Berger,Q4938400,18587.0,ChristinaCharlottaUlrikaBerger,,BergerCCU,both
68,Q5571726,BergerH,18588.0,,https://sv.wikipedia.org/wiki/Henning_Berger,Q5571726,18588.0,,,BergerH,both
69,Q1356488,BerghR,18610.0,,https://sv.wikipedia.org/wiki/Richard_Bergh,Q1356488,18610.0,,,BerghR,both
70,Q5572213,BergiusB,18618.0,,https://sv.wikipedia.org/wiki/Bengt_Bergius,Q5572213,18618.0,,,BergiusB,both
71,Q5571945,BergiusN,18622.0,,https://sv.wikipedia.org/wiki/Nicolaus_Bergius,Q5571945,18622.0,,,BergiusN,both
72,Q2612272,BergiusPJ,18625.0,,https://sv.wikipedia.org/wiki/Peter_Jonas_Bergius,Q2612272,18625.0,,,BergiusPJ,both
73,Q5572230,BergklintO,18626.0,,https://sv.wikipedia.org/wiki/Olof_Bergklint,Q5572230,18626.0,,,BergklintO,both
74,Q887342,BergmanB,18633.0,,https://sv.wikipedia.org/wiki/Bo_Bergman,Q887342,18633.0,,,BergmanB,both
75,Q506829,BergmanHj,18642.0,,https://sv.wikipedia.org/wiki/Hjalmar_Bergman,Q506829,18642.0,,,BergmanHj,both
76,Q5572707,BergmanJM,18646.0,,https://sv.wikipedia.org/wiki/Johan_Magnus_Bergman,Q5572707,18646.0,,,BergmanJM,both
77,Q16161931,BergstedtA,18655.0,,https://sv.wikipedia.org/wiki/Anders_Bergstedt,Q16161931,18655.0,,,BergstedtA,both
78,Q5573213,BergstrandPE,18668.0,,https://sv.wikipedia.org/wiki/Per_Emanuel_Bergstrand,Q5573213,18668.0,,,BergstrandPE,both
79,Q5573300,BergströmD,18677.0,,https://sv.wikipedia.org/wiki/David_Bergstr%C3%B6m,Q5573300,18677.0,,,BergströmD,both
80,Q5573538,BergströmO,18686.0,,https://sv.wikipedia.org/wiki/Otto_Bergstr%C3%B6m,Q5573538,18686.0,,,BergströmO,both
81,Q5573553,BergströmR,18688.0,,https://sv.wikipedia.org/wiki/Richard_Bergstr%C3%B6m_(folklorist),Q5573553,18688.0,,,BergströmR,both
82,Q3843379,BeroniusM,18108.0,,https://sv.wikipedia.org/wiki/Magnus_Beronius,Q3843379,18108.0,,,BeroniusM,both
83,Q151911,BerzeliusJJ,18122.0,,https://sv.wikipedia.org/wiki/J%C3%B6ns_Jacob_Berzelius,Q151911,18122.0,,,BerzeliusJJ,both
84,Q4349660,BeskowBvon,18136.0,,https://sv.wikipedia.org/wiki/Bernhard_von_Beskow,Q4349660,18136.0,,,BeskowBvon,both
85,Q1785241,BeskowElisabeth,18131.0,ElisabethBeskow,https://sv.wikipedia.org/wiki/Elisabeth_Beskow,Q1785241,18131.0,ElisabethBeskow,,BeskowElisabeth,both
86,Q5575153,BeyerAnderssonG,18148.0,,https://sv.wikipedia.org/wiki/Gabriel_Beyer,Q5575153,18148.0,,,BeyerAnderssonG,both
87,Q5597308,BibergNF,18153.0,,https://sv.wikipedia.org/wiki/Nils_Fredrik_Biberg,Q5597308,18153.0,,,BibergNF,both
88,Q6216898,BielkeTT,18191.0,,https://sv.wikipedia.org/wiki/Ture_Turesson_(Bielke),Q6216898,18191.0,,,BielkeTT,both
89,Q2070822,BildtC,18207.0,,https://sv.wikipedia.org/wiki/Carl_Bildt_(1850%E2%80%931931),Q2070822,18207.0,,,BildtC,both
90,Q5772085,BirgerNilssonGrip,13204.0,,https://sv.wikipedia.org/wiki/Birger_Nilsson_(Grip),Q5772085,13204.0,,,BirgerNilssonGrip,both
91,Q204996,Birgitta,18245.0,BirgittaBirgersdotter,https://sv.wikipedia.org/wiki/Heliga_Birgitta,Q204996,18245.0,BirgittaBirgersdotter,,Birgitta,both
92,Q5578306,BiörnerEJ,18253.0,,https://sv.wikipedia.org/wiki/Eric_Julius_Bi%C3%B6rner,Q5578306,18253.0,,,BiörnerEJ,both
93,Q5577152,BjerreA,18265.0,,https://sv.wikipedia.org/wiki/Andreas_Bjerre,Q5577152,18265.0,,,BjerreA,both
94,Q5577216,BjuggMJ,18267.0,,https://sv.wikipedia.org/wiki/Mathias_Bjugg,Q5577216,18267.0,,,BjuggMJ,both
95,Q5577295,BjurstenH,18271.0,,https://sv.wikipedia.org/wiki/Anders_Herman_Bjursten,Q5577295,18271.0,,,BjurstenH,both
96,Q5577388,BjörckED,18277.0,,https://sv.wikipedia.org/wiki/Ernst_Bj%C3%B6rck,Q5577388,18277.0,,,BjörckED,both
97,Q5578043,BjörlinG,18311.0,,https://sv.wikipedia.org/wiki/Gustaf_Bj%C3%B6rlin,Q5578043,18311.0,,,BjörlinG,both
98,Q5578219,BjörnDG,18321.0,,https://sv.wikipedia.org/wiki/Didrik_Gabriel_Bj%C3%B6rn,Q5578219,18321.0,,Didric_Gabriel_Björn,BjörnDG,both
99,Q1527703,BjörnståhlJJ,18347.0,,https://sv.wikipedia.org/wiki/Jacob_Jonas_Bj%C3%B6rnst%C3%A5hl,Q1527703,18347.0,,,BjörnståhlJJ,both
100,Q764239,BlancheA,18361.0,,https://sv.wikipedia.org/wiki/August_Blanche,Q764239,18361.0,,,BlancheA,both
101,Q5578762,BlancheT,18362.0,,https://sv.wikipedia.org/wiki/Thore_Blanche,Q5578762,18362.0,,,BlancheT,both
102,Q5579242,BlockMG,18375.0,,https://sv.wikipedia.org/wiki/Magnus_Gabriel_von_Block,Q5579242,18375.0,,,BlockMG,both
103,Q5579332,BlomIR,17797.0,,https://sv.wikipedia.org/wiki/Isac_Reinhold_Blom,Q5579332,17797.0,,,BlomIR,both
104,Q5579466,BlombergH,17804.0,,https://sv.wikipedia.org/wiki/Harry_Blomberg,Q5579466,17804.0,,,BlombergH,both
105,Q3489146,BobergC,17838.0,,https://sv.wikipedia.org/wiki/Carl_Boberg,Q3489146,17838.0,,,BobergC,both
106,Q1396614,BoklundJC,17896.0,,https://sv.wikipedia.org/wiki/Johan_Christoffer_Boklund,Q1396614,17896.0,,,BoklundJC,both
107,Q13422290,BolanderS,17900.0,SophieBolander,https://sv.wikipedia.org/wiki/Sophie_Bolander,Q13422290,17900.0,SophieBolander,,BolanderS,both
108,Q5581542,BondeCC,17919.0,,https://sv.wikipedia.org/wiki/Carl_Carlson_Bonde,Q5581542,17919.0,,,BondeCC,both
109,Q5598267,BondeK,17935.0,,https://sv.wikipedia.org/wiki/Christer_Bonde,Q5598267,17935.0,,,BondeK,both
110,Q760975,BondesonA,17947.0,,https://sv.wikipedia.org/wiki/August_Bondeson,Q760975,17947.0,,,BondesonA,both
111,Q5581704,BonggrenJ,17950.0,,https://sv.wikipedia.org/wiki/Jakob_Bonggren,Q5581704,17950.0,,,BonggrenJ,both
112,Q4940074,BoreliusH,17972.0,HilmaBorelius,https://sv.wikipedia.org/wiki/Hilma_Borelius,Q4940074,17972.0,HilmaBorelius,,BoreliusH,both
113,Q16503942,BorgströmFL,17988.0,,https://sv.wikipedia.org/wiki/Ferdinand_Ludvig_Borgstr%C3%B6m,Q16503942,17988.0,,,BorgströmFL,both
114,Q16503943,BorgströmL,17990.0,,https://sv.wikipedia.org/wiki/Ludvig_Borgstr%C3%B6m,Q16503943,17990.0,,Ludvig_Borgström,BorgströmL,both
115,Q5582776,BornemanGHvon,17993.0,,https://sv.wikipedia.org/wiki/Georg_Henrik_von_Borneman,Q5582776,17993.0,,,BornemanGHvon,both
116,Q821990,BoströmCJ,17999.0,,https://sv.wikipedia.org/wiki/Christopher_Jacob_Bostr%C3%B6m,Q821990,17999.0,,,BoströmCJ,both
117,Q5583374,BotinA,18005.0,,https://sv.wikipedia.org/wiki/Anders_af_Botin,Q5583374,18005.0,,,BotinA,both
118,Q5884682,BotvidiJ,12102.0,,https://sv.wikipedia.org/wiki/Johannes_Bothvidi,Q5884682,12102.0,,,BotvidiJ,both
119,Q5580892,BoyeF,18026.0,,https://sv.wikipedia.org/wiki/Fredrik_Boije,Q5580892,18026.0,,,BoyeF,both
120,Q5580507,BoëthiusD,17847.0,,https://sv.wikipedia.org/wiki/Daniel_Bo%C3%ABthius,Q5580507,17847.0,,,BoëthiusD,both
121,Q1357329,BrahePäldre,18053.0,,https://sv.wikipedia.org/wiki/Per_Brahe_den_%C3%A4ldre,Q1357329,18053.0,,,BrahePäldre,both
122,Q5584748,BrandelHG,18067.0,,https://sv.wikipedia.org/wiki/Henric_Brandel,Q5584748,18067.0,,,BrandelHG,both
123,Q434056,BrantingA,16866.0,AnnaBranting,https://sv.wikipedia.org/wiki/Anna_Branting,Q434056,16866.0,AnnaBranting,,BrantingA,both
124,Q53620,BrantingH,16868.0,,https://sv.wikipedia.org/wiki/Hjalmar_Branting,Q53620,16868.0,,,BrantingH,both
125,Q4992645,BraskH,16873.0,,https://sv.wikipedia.org/wiki/Hans_Brask,Q4992645,16873.0,,,BraskH,both
126,Q5585137,BraskS,16878.0,,https://sv.wikipedia.org/wiki/Samuel_Petri_Brask,Q5585137,16878.0,,,BraskS,both
127,Q5388510,BrateE,16879.0,,https://sv.wikipedia.org/wiki/Erik_Brate,Q5388510,16879.0,,,BrateE,both
128,Q5585454,BraunWvon,16895.0,,https://sv.wikipedia.org/wiki/Wilhelm_von_Braun,Q5585454,16895.0,,,BraunWvon,both
129,Q13426917,BraunerhjelmA,16903.0,AugustaBraunerhjelm,https://sv.wikipedia.org/wiki/Augusta_Braunerhjelm,Q13426917,16903.0,AugustaBraunerhjelm,,BraunerhjelmA,both
130,Q5585717,BredbergHW,16925.0,,https://sv.wikipedia.org/wiki/Henrik_Wilhelm_Bredberg,Q5585717,16925.0,,,BredbergHW,both
131,Q5585988,BrelinS,16934.0,,https://sv.wikipedia.org/wiki/Salomon_Brelin,Q5585988,16934.0,,,BrelinS,both
132,Q262145,BremerF,16936.0,FredrikaBremer,https://sv.wikipedia.org/wiki/Fredrika_Bremer,Q262145,16936.0,FredrikaBremer,,BremerF,both
133,Q126270,BrennerSE,16945.0,SophiaElisabetBrenner,https://sv.wikipedia.org/wiki/Sophia_Elisabet_Brenner,Q126270,16945.0,SophiaElisabetBrenner,,BrennerSE,both
134,Q714281,BrinkmanCG,16966.0,,https://sv.wikipedia.org/wiki/Carl_Gustaf_von_Brinkman,Q714281,16966.0,,,BrinkmanCG,both
135,Q5586843,BrobergJV,16975.0,,https://sv.wikipedia.org/wiki/Johan_Valentin_Broberg,Q5586843,16975.0,,,BrobergJV,both
136,Q5587022,BrodénJI,16982.0,,https://sv.wikipedia.org/wiki/Ivar_Brod%C3%A9n,Q5587022,16982.0,,,BrodénJI,both
137,Q1396595,BrovalliusJ,17044.0,,https://sv.wikipedia.org/wiki/Johan_Browallius,Q1396595,17044.0,,,BrovalliusJ,both
138,Q5588326,BruniusA,17060.0,,https://sv.wikipedia.org/wiki/August_Brunius,Q5588326,17060.0,,,BruniusA,both
139,Q4992644,BruniusCG,17061.0,,https://sv.wikipedia.org/wiki/Carl_Georg_Brunius,Q4992644,17061.0,,,BruniusCG,both
140,Q723881,BuddeJ,17135.0,,https://sv.wikipedia.org/wiki/J%C3%B6ns_Budde,Q723881,17135.0,,Jöns_Budde,BuddeJ,both
141,Q5590143,BureJ,17157.0,,https://sv.wikipedia.org/wiki/Jonas_Bure,Q5590143,17157.0,,,BureJ,both
142,Q633094,BureusJ,17156.0,,https://sv.wikipedia.org/wiki/Johannes_Bureus,Q633094,17156.0,,,BureusJ,both
143,Q16167530,BurghausenCF,17180.0,,https://sv.wikipedia.org/wiki/Carl_Fredrik_von_Burghausen,Q16167530,17180.0,,,BurghausenCF,both
144,Q17154112,BurmanFA,17189.0,,https://sv.wikipedia.org/wiki/Fale_Abrahamsson_Burman,Q17154112,17189.0,,,BurmanFA,both
145,Q5591181,BygdénL,17203.0,,https://sv.wikipedia.org/wiki/Leonard_Bygd%C3%A9n,Q5591181,17203.0,,,BygdénL,both
146,Q5591639,BäckmanW,16262.0,,https://sv.wikipedia.org/wiki/Wilhelm_B%C3%A4ckman,Q5591639,16262.0,,,BäckmanW,both
147,Q5591671,BäckströmE,16266.0,,https://sv.wikipedia.org/wiki/Edvard_B%C3%A4ckstr%C3%B6m,Q5591671,16266.0,,,BäckströmE,both
148,Q5591755,BäckströmPO,16269.0,,https://sv.wikipedia.org/wiki/Per_Olof_B%C3%A4ckstr%C3%B6m,Q5591755,16269.0,,,BäckströmPO,both
149,Q4941515,Bååth-HolmbergC,13728.0,CeciliaBaathHolmberg,https://sv.wikipedia.org/wiki/Cecilia_B%C3%A5%C3%A5th-Holmberg,Q4941515,13728.0,CeciliaBaathHolmberg,,Bååth-HolmbergC,both
150,Q4711363,BååthAU,16252.0,,https://sv.wikipedia.org/wiki/Albert_Ulrik_B%C3%A5%C3%A5th,Q4711363,16252.0,,,BååthAU,both
151,Q2308805,BörjessonJ,16293.0,,https://sv.wikipedia.org/wiki/Johan_B%C3%B6rjesson,Q2308805,16293.0,,,BörjessonJ,both
152,Q4992736,BöttigerCW,16303.0,,https://sv.wikipedia.org/wiki/Carl_Wilhelm_B%C3%B6ttiger,Q4992736,16303.0,,Carl_Wilhelm_Böttiger,BöttigerCW,both
153,Q5600594,BöttigerJ,16307.0,,https://sv.wikipedia.org/wiki/John_B%C3%B6ttiger,Q5600594,16307.0,,,BöttigerJ,both
154,Q325547,BöökF,16308.0,,https://sv.wikipedia.org/wiki/Fredrik_B%C3%B6%C3%B6k,Q325547,16308.0,,,BöökF,both
155,Q5600626,BöösEK,16309.0,,https://sv.wikipedia.org/wiki/Erik_B%C3%B6%C3%B6s,Q5600626,16309.0,,,BöösEK,both
156,Q5601467,CampaniusJJ,16344.0,,https://sv.wikipedia.org/wiki/Johannes_Campanius,Q5601467,16344.0,,,CampaniusJJ,both
157,Q4941831,CarlbergF,16378.0,FriggaCarlberg,https://sv.wikipedia.org/wiki/Frigga_Carlberg,Q4941831,16378.0,FriggaCarlberg,,CarlbergF,both
158,Q5602592,CarlesonC,16399.0,,https://sv.wikipedia.org/wiki/Carl_Carleson,Q5602592,16399.0,,,CarlesonC,both
159,Q5602602,CarlesonE,16403.0,,https://sv.wikipedia.org/wiki/Edvard_Carleson_(%C3%A4mbetsman),Q5602602,16403.0,,,CarlesonE,both
160,Q5602672,CarlheimGyllenskoldCE,16413.0,,https://sv.wikipedia.org/wiki/Carl_Carlheim-Gyllensk%C3%B6ld_(konstn%C3%A4r),Q5602672,16413.0,,,CarlheimGyllenskoldCE,both
161,Q321521,CarlsonFF,16427.0,,https://sv.wikipedia.org/wiki/Fredrik_Ferdinand_Carlson,Q321521,16427.0,,,CarlsonFF,both
