,WikidataID,authorid,full_name,wd_hos_Litteraturbanken,authorid_norm,show,updated,imported,librisid,WD_Litteraturbanken
4560,,BerndtssonE,Erik Berndtsson,,BerndtssonE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4552,,DanielssonCA,Carl Axel Danielsson,,DanielssonCA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4564,,StolpeM,Mats Stolpe,,StolpeM,True,2021-03-01,2021-03-01,,Litterturbanken_only
4563,,HollertzJP,Johan Peter Hollertz,,HollertzJP,True,2021-03-01,2021-03-01,,Litterturbanken_only
4562,,LindJ,Josephina Lind,,LindJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4554,,JohanssonDickensSJJ,Sven Johan Julius Johansson-Dickens,,JohanssonDickensSJJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4555,,LipmansonL,Leopold Lipmanson,,LipmansonL,True,2021-03-01,2021-03-01,,Litterturbanken_only
4558,,PoulssonK,Karl Poulsson,,PoulssonK,True,2021-03-01,2021-03-01,,Litterturbanken_only
4557,,BjelkengrenC,Conrad Bjelkengren,,BjelkengrenC,True,2021-03-01,2021-03-01,,Litterturbanken_only
4556,,ElmgrenW,Wilhelm Elmgren,,ElmgrenW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4553,,DalmanH,Hilda Dalman,,DalmanH,True,2021-03-01,2021-03-01,,Litterturbanken_only
4559,,JohanssonStrickert,Strickert Johansson,,JohanssonStrickert,True,2021-03-01,2021-03-01,,Litterturbanken_only
4610,,PihlströmK,Kalle Pihlström,,PihlstromK,True,2021-03-01,2021-03-01,,Litterturbanken_only
4565,,LjungqvistKO,K. O. Ljungqvist,,LjungqvistKO,True,2021-03-01,2021-03-01,,Litterturbanken_only
4566,,LienhardtA,August Lienhardt,,LienhardtA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4636,,KronaO,Ola Krona,,KronaO,True,2021-03-01,2021-03-01,,Litterturbanken_only
4551,,KemnerGW,Gustaf Wilhelm Kemner,,KemnerGW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4550,,AurellW,Wilhelm Aurell,,AurellW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4549,,BrandtGJW,G. J. W. Brandt,,BrandtGJW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4611,,DjurströmH,H. Djurström,,DjurstromH,True,2021-03-01,2021-03-01,,Litterturbanken_only
4541,,BengtssonJ,Jakob Bengtsson,,BengtssonJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4542,,SundbergA,Axel Sundberg,,SundbergA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4543,,JahnssonEF,Evald Ferdinand Jahnsson,,JahnssonEF,True,2021-03-01,2021-03-01,,Litterturbanken_only
4544,,EkebohmD,David Ekebohm,,EkebohmD,True,2021-03-01,2021-03-01,,Litterturbanken_only
4545,,SjöbergAC,Anders Conrad Sjöbeck,,SjobergAC,True,2021-03-01,2021-03-01,,Litterturbanken_only
4546,,WörlundA,Augusta Wörlund,,WorlundA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4547,,HerslowGA,G. A. Herslow,,HerslowGA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4548,,LundinAnders,Anders Lundin,,LundinAnders,True,2021-03-01,2021-03-01,,Litterturbanken_only
4567,,DammCA,Carl Ad. Damm,,DammCA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4568,,WesterA,August Wester,,WesterA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4599,,ErikssonEW,E. W. Eriksson,,ErikssonEW,True,2021-03-01,2021-03-01,,Litterturbanken_only
4603,,InbergFL,Fredrik Leonard Inberg,,InbergFL,True,2021-03-01,2021-03-01,,Litterturbanken_only
4614,,PatersonE,Emil Paterson,,PatersonE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4602,,LangeP,Pehr Lange,,LangeP,True,2021-03-01,2021-03-01,,Litterturbanken_only
4601,,BerggrenA,August Berggren,,BerggrenA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4600,,LjungbergEdvard,Edvard Ljungberg,,LjungbergEdvard,True,2021-03-01,2021-03-01,,Litterturbanken_only
4615,,BohlinSAT,S. A. T. Bohlin,,BohlinSAT,True,2021-03-01,2021-03-01,,Litterturbanken_only
4616,,LindmanEM,Elof M. Lindman,,LindmanEM,True,2021-03-01,2021-03-01,,Litterturbanken_only
4617,,PehrssonJ,J. Pehrsson,,PehrssonJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4591,,LagermanJ,J. Lagerman,,LagermanJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4569,,BjörckJH,Johan Henrik Björck,,BjorckJH,True,2021-03-01,2021-03-01,,Litterturbanken_only
4590,,SefbomA,Augusta Sefbom,,SefbomA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4604,,CardonOB,O. B. Cardon,,CardonOB,True,2021-03-01,2021-03-01,,Litterturbanken_only
4609,,NilssonE,Ernst Nilsson,,NilssonE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4612,,GrönstrandET,E. Th. Grönstrand,,GronstrandET,True,2021-03-01,2021-03-01,,Litterturbanken_only
4608,,HallmanA,Axel Hallman,,HallmanA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4607,,PetterssonML,Maria Louisa Pettersson,,PetterssonML,True,2021-03-01,2021-03-01,,Litterturbanken_only
4613,,AlmquistCA,C. A. Almquist,,AlmquistCA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4606,,BacklundA,A. Backlund,,BacklundA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4605,,LindebergAxel,Axel Lindeberg,,LindebergAxel,True,2021-03-01,2021-03-01,,Litterturbanken_only
4589,,LjunggrenCA,C. Aug. Ljunggren,,LjunggrenCA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4582,,HasselbergS,Sofia Hasselberg,,HasselbergS,True,2021-03-01,2021-03-01,,Litterturbanken_only
4576,,SachtlebenKR,Karl Robert Sachtleben,,SachtlebenKR,True,2021-03-01,2021-03-01,,Litterturbanken_only
4577,,MalmgrenT,Thure Malmgren,,MalmgrenT,True,2021-03-01,2021-03-01,,Litterturbanken_only
4578,,MalmG,Gustaf Malm,,MalmG,True,2021-03-01,2021-03-01,,Litterturbanken_only
4575,,BjörklundU,Ulrik Björklund,,BjorklundU,True,2021-03-01,2021-03-01,,Litterturbanken_only
4579,,LagerlöwE,Emil Lagerlöw,,LagerlowE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4580,,StenbergEO,Elis Oscar Stenberg,,StenbergEO,True,2021-03-01,2021-03-01,,Litterturbanken_only
4581,,FrimanJC,Jeanette Charlotta Friman,,FrimanJC,True,2021-03-01,2021-03-01,,Litterturbanken_only
4583,,LagerhjelmA,Agnes Lagerhjelm,,LagerhjelmA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4584,,AndersonA,Alfred Anderson,,AndersonA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4585,,BillingLT,Lars Theodor Billing,,BillingLT,True,2021-03-01,2021-03-01,,Litterturbanken_only
4620,,DanielssonE,Eleonore Danielsson,,DanielssonE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4619,,GråberghO,Otto Gråbergh,,GraberghO,True,2021-03-01,2021-03-01,,Litterturbanken_only
4586,,WikIE,Isak Erik Wik,,WikIE,True,2021-03-01,2021-03-01,,Litterturbanken_only
4588,,DahlqvistJP,J. P. Dahlqvist,,DahlqvistJP,True,2021-03-01,2021-03-01,,Litterturbanken_only
4618,,DillnerGH,Gustaf Halfdan Dillner,,DillnerGH,True,2021-03-01,2021-03-01,,Litterturbanken_only
4570,,RollinCF,Catharina Fredrika Rollin,,RollinCF,True,2021-03-01,2021-03-01,,Litterturbanken_only
4571,,EkströmFA,Fredrik August Ekström,,EkstromFA,True,2021-03-01,2021-03-01,,Litterturbanken_only
4573,,BjörklundCP,Carl Peter Björklund,,BjorklundCP,True,2021-03-01,2021-03-01,,Litterturbanken_only
4574,,LandebergNJ,N. J. Landeberg,,LandebergNJ,True,2021-03-01,2021-03-01,,Litterturbanken_only
4646,,HägerstrandForssM,Marianne Hägerstrand-Forss,,HagerstrandForssM,True,2021-01-25,2021-01-25,,Litterturbanken_only
4645,,LiebesheimJR,J. R. Liebesheim,,LiebesheimJR,True,2021-01-25,2021-01-25,,Litterturbanken_only
4647,,TilsleyMJ,M. J. Tilsley,,TilsleyMJ,True,2020-12-04,2020-12-04,,Litterturbanken_only
4648,,EklundM,Mårten Eklund,,EklundM,True,2020-11-30,2020-11-30,,Litterturbanken_only
4650,,FranklinB,Benjamin Franklin,,FranklinB,True,2020-11-09,2020-11-09,,Litterturbanken_only
4651,,KornhallD,David Kornhall,,KornhallD,True,2020-10-26,2020-10-26,,Litterturbanken_only
4654,,JovikenM,Martin Joviken,,JovikenM,True,2020-08-17,2020-08-17,,Litterturbanken_only
4655,,MalmrosI,Ingrid Malmros,,MalmrosI,True,2020-08-13,2020-08-13,,Litterturbanken_only
4657,,HögmanB,Bertil Högman,,HogmanB,True,2020-01-27,2020-01-27,,Litterturbanken_only
4659,,MobergL,Lennart Moberg,,MobergL,True,2019-12-02,2019-12-02,,Litterturbanken_only
4658,,DomeijM,Martin Domeij,,DomeijM,True,2019-12-02,2019-12-02,,Litterturbanken_only
4660,,BrunnströmE,Edvin Bolinus,,BrunnstromE,True,2019-11-28,2019-11-28,,Litterturbanken_only
4662,,PabanL,Louis Paban,,PabanL,True,2019-11-28,2019-11-28,,Litterturbanken_only
4663,,ChristensenJ,Jens Christensen,,ChristensenJ,True,2019-10-28,2019-10-28,,Litterturbanken_only
4664,,RebrénL,Lars Rebrén,,RebrenL,True,2019-10-28,2019-10-28,,Litterturbanken_only
4665,,SvensktVisarkiv,Svenskt visarkiv,Q15679495,SvensktVisarkiv,True,2019-10-24,2019-10-17,,Litterturbanken_only
4755,,Homeros,Homeros,Q6691,Homeros,True,2019-10-16,2014-02-11,0xbdfjvj5rjnrc0,Litterturbanken_only
4733,,RöökT,Thérèse Hagedorn-Oskarsson,,RookT,True,2019-10-09,2017-09-17,,Litterturbanken_only
4669,,CarolstadiusLJ,Laurentius Johannis Carolstadius,,CarolstadiusLJ,True,2019-09-23,2019-09-23,,Litterturbanken_only
4666,,MuraeusSL,Stephanus Laurentii Muraeus,,MuraeusSL,True,2019-09-23,2019-09-23,,Litterturbanken_only
4667,,MårtensonP,Per Mårtenson,,MartensonP,True,2019-09-23,2019-09-23,,Litterturbanken_only
4673,,PersmanJ,Joanna Persman,,PersmanJ,True,2019-09-23,2019-09-23,,Litterturbanken_only
4672,,PetrusEschilli,Petrus Eschilli,,PetrusEschilli,True,2019-09-23,2019-09-23,,Litterturbanken_only
4668,,WarnerVonWarhausenP,Philotheus Warner von Warhausen,,WarnerVonWarhausenP,True,2019-09-23,2019-09-23,,Litterturbanken_only
4671,,IsittD,David Isitt,,IsittD,True,2019-09-23,2019-09-23,,Litterturbanken_only
4670,,BlumeE,Eva Blume,,BlumeE,True,2019-09-23,2019-09-23,,Litterturbanken_only
4682,,GussgardJ,Jostein Gussgard,,GussgardJ,True,2019-08-26,2019-08-26,,Litterturbanken_only
4681,,ReuterstedtJ,Johan Reuterstedt,,ReuterstedtJ,True,2019-08-26,2019-08-26,,Litterturbanken_only
4680,,SchenmarkJ,Johan Schenmark,,SchenmarkJ,True,2019-08-26,2019-08-26,,Litterturbanken_only
4679,,SchultzeJR,Johan Reinhold Schultze,,SchultzeJR,True,2019-08-26,2019-08-26,,Litterturbanken_only
4678,,GranlundI,Ingalill Granlund,,GranlundI,True,2019-08-26,2019-08-26,,Litterturbanken_only
4677,,TjäderB,Börje Tjäder,,TjaderB,True,2019-08-26,2019-08-26,,Litterturbanken_only
4675,,BillingOttossonAM,Ann-Marie Billing-Ottosson,,BillingOttossonAM,True,2019-08-26,2019-08-26,,Litterturbanken_only
4674,,SjöbergerL,Leonard Sjöberger,,SjobergerL,True,2019-08-26,2019-08-26,,Litterturbanken_only
4676,,GaslanderJ,Johan Gaslander,,GaslanderJ,True,2019-08-26,2019-08-26,,Litterturbanken_only
4683,,ErtmanI,Israel Ertman,,ErtmanI,True,2019-06-24,2019-06-24,,Litterturbanken_only
4684,,ZykaC,Christine Zyka,,ZykaC,True,2019-06-18,2019-06-18,,Litterturbanken_only
4687,,LundgrenD,Disa Lundgren,,LundgrenD,True,2019-05-22,2019-05-22,,Litterturbanken_only
4686,,MattissonEkstamJ,Jane Mattisson Ekstam,,MattissonEkstamJ,True,2019-05-22,2019-05-22,,Litterturbanken_only
4685,,HussE,Elvira Huss,,HussE,True,2019-05-22,2019-05-22,,Litterturbanken_only
4688,,LeopoldL,Lennart Leopold,,LeopoldL,True,2019-05-22,2019-05-22,,Litterturbanken_only
4690,,GohlC,Cecilé Gohl,,GohlC,True,2019-05-22,2019-05-22,,Litterturbanken_only
4689,,HultgrenOJ,Olof Johan Hultgren,,HultgrenOJ,True,2019-05-22,2019-05-22,,Litterturbanken_only
4691,,GerdinM,Maja Gerdin,,GerdinM,True,2019-05-15,2019-05-15,,Litterturbanken_only
4692,,SchaumijM,Matthias Schaumij,,SchaumijM,True,2019-04-25,2019-04-25,,Litterturbanken_only
4693,,HörstedtL,Lars Hörstedt,,HorstedtL,True,2019-04-25,2019-04-25,,Litterturbanken_only
4694,,SeilerusMJ,J. Joachim Seilerus,,SeilerusMJ,True,2019-04-25,2019-04-25,,Litterturbanken_only
4695,,StålhammarCL,Carl Leonard Stålhammar,,StalhammarCL,True,2019-04-25,2019-04-25,,Litterturbanken_only
4698,,ThuringJE,Johan Eric Thuring,,ThuringJE,True,2019-04-01,2019-04-01,,Litterturbanken_only
4697,,LindblomE,Edel Lindblom,,LindblomE,True,2019-04-01,2019-04-01,,Litterturbanken_only
4696,,BertheliusPH,Per-Henrik Berthelius,,BertheliusPH,True,2019-04-01,2019-04-01,,Litterturbanken_only
4700,,FreyJM,J. M. Frey,,FreyJM,True,2019-02-25,2019-02-25,,Litterturbanken_only
4741,,WerfwingJG,Johan Gabriel Werfwing,,WerfwingJG,True,2019-02-25,2016-11-16,,Litterturbanken_only
4699,,CarlheimH,Håkan Carlheim,,CarlheimH,True,2019-02-25,2019-02-25,,Litterturbanken_only
4702,,ÅlundP,Paulus Ålund,,AlundP,True,2019-02-25,2019-02-25,,Litterturbanken_only
4703,,DeLaChapelleJR,Julius Richart De la Chapelle,,DeLaChapelleJR,True,2019-02-25,2019-02-25,,Litterturbanken_only
4701,,AhlmanC,Carl O. Ahlman,,AhlmanC,True,2019-02-25,2019-02-25,,Litterturbanken_only
4706,,MårsellM,Maria Mårsell,,MarsellM,True,2018-10-25,2018-10-25,,Litterturbanken_only
4707,,ÅgrenY,Ylva Ågren,,AgrenY,True,2018-10-25,2018-10-25,,Litterturbanken_only
4705,,OlssonHelene,Hélène Olsson,,OlssonHelene,True,2018-10-25,2018-10-25,,Litterturbanken_only
4710,,TrolleC,Constance af Trolle,,TrolleC,True,2018-10-25,2018-10-25,,Litterturbanken_only
4708,,HjalmarsonK,Karin Hjalmarson,,HjalmarsonK,True,2018-10-25,2018-10-25,,Litterturbanken_only
4709,,TraverseF,"François de la Traverse, sieur de Sévigny",,TraverseF,True,2018-10-25,2018-10-25,,Litterturbanken_only
4711,,MäeotsO,Olga Mäeots,,MaeotsO,True,2018-09-26,2018-09-24,,Litterturbanken_only
4716,,RuutuH,Hanna Ruutu,,RuutuH,True,2018-09-24,2018-09-24,,Litterturbanken_only
4715,,BirgerssonM,Maria Birgersson,,BirgerssonM,True,2018-09-24,2018-09-24,,Litterturbanken_only
4714,,GetheCJ,Carl Johan Gethe,,GetheCJ,True,2018-09-24,2018-09-24,,Litterturbanken_only
4713,,GöranssonJohannes,Johannes Göransson,,GoranssonJohannes,True,2018-09-24,2018-09-24,,Litterturbanken_only
4717,,TidströmS,Samuel Tidström,,TidstromS,True,2018-08-27,2018-08-27,,Litterturbanken_only
4718,,SjöstrandK,Kari Sjöstrand,,SjostrandK,True,2018-08-27,2018-08-27,,Litterturbanken_only
4721,,CarterC,Chickering Carter,Q123154302,CarterC,True,2018-06-16,2018-06-16,,Litterturbanken_only
4723,,FlodmanSO,Sveno Olai Flodman,,FlodmanSO,True,2018-06-11,2018-06-11,,Litterturbanken_only
4724,,EnelundM,Michael Enelund,,EnelundM,True,2018-06-08,2018-06-08,,Litterturbanken_only
4725,,HaarderA,Andreas Helt Geismar Haarder,,HaarderA,True,2018-05-14,2018-05-14,,Litterturbanken_only
4727,,ApelbergJ,Jonas Apelberg,,ApelbergJ,True,2018-04-20,2018-04-20,,Litterturbanken_only
4728,,BurgensisJM,Joachimus Martini Burgensis,,BurgensisJM,True,2018-02-07,2018-02-07,,Litterturbanken_only
4729,,HasselbladFW,Fritz W. Hasselblad & Co.,Q64545,HasselbladFW,True,2018-02-04,2018-02-04,,Litterturbanken_only
4735,,BjörklundJ,J. Björklund,Q105742933,BjorklundJ,True,2017-04-12,2017-04-12,,Litterturbanken_only
4736,,AkerhielmJ,Jacob Åkerhielm,,AkerhielmJ,True,2017-03-07,2017-03-07,,Litterturbanken_only
4738,,AbomJ,Johan Johansson Åbom,,AbomJ,True,2017-02-10,2017-02-10,,Litterturbanken_only
4740,,LeyoncronaC,Christoffer Leyoncrona,,LeyoncronaC,True,2016-11-16,2016-11-16,,Litterturbanken_only
4743,,RemenF,Folke Remén,,RemenF,True,2016-11-15,2016-11-15,,Litterturbanken_only
4750,,Addäos,Addäos,,Addaos,True,2016-04-12,2014-08-22,,Litterturbanken_only
4747,,BörjessonL,Lars Börjesson,,BorjessonL,True,2015-03-23,2015-03-23,,Litterturbanken_only
4749,,Antiphilus,Antiphilus,,Antiphilus,True,2014-08-22,2014-08-22,,Litterturbanken_only
4754,,ÖstmanC,Carin Östman,,OstmanC,True,2014-03-17,2014-02-11,,Litterturbanken_only
4752,,BorgehammarS,Stephan Borgehammar,,BorgehammarS,True,2014-03-14,2014-03-14,,Litterturbanken_only
4753,,TudeerL,Lillie Tudeer,,TudeerL,True,2014-03-07,2014-02-11,,Litterturbanken_only
4761,,HörnströmM,Marianne Hörnström,,HornstromM,True,,,,Litterturbanken_only
4762,,KuhlefeltE,Eva Kuhlefelt,,KuhlefeltE,True,,,,Litterturbanken_only
4763,,KällströmC,Charles Charney Källström,Q116998713,KallstromC,True,,,,Litterturbanken_only
4764,,LindströmJE,Johan Erik Lindström,Q117009914,LindstromJE,True,,,,Litterturbanken_only
4765,,Meleager,Meleager,,Meleager,True,,,,Litterturbanken_only
4766,,Meleagros,Meleagros,,Meleagros,True,,,,Litterturbanken_only
4767,,MenabenusA,Apollonius Menabenus,,MenabenusA,True,,,,Litterturbanken_only
4768,,MeurerBongardtJ,Judith Meurer-Bongardt,,MeurerBongardtJ,True,,,,Litterturbanken_only
4769,,Moschos,Moschos,,Moschos,True,,,,Litterturbanken_only
4770,,MörnerSC,Stellan Christer Mörner,Q132291351,MornerSC,True,,,,Litterturbanken_only
4771,,MørchHansenA,Anne Mørch-Hansen,,MorchHansenA,True,,,,Litterturbanken_only
4772,,NilssonBrüggeA,Anne Nilsson Brügge,Q132444213,NilssonBruggeA,True,,,,Litterturbanken_only
4773,,NordgrenE,Elisabeth Nordgren,,NordgrenE,True,,,,Litterturbanken_only
4774,,NyströmJM,Justina Margareta Nyström,Q117003988,NystromJM,True,,,,Litterturbanken_only
4775,,PalmbergE,Eva Palmberg,,PalmbergE,True,,,,Litterturbanken_only
4776,,PeterssonIL,Inga-Lisa Petersson,,PeterssonIL,True,,,,Litterturbanken_only
4777,,PiroliT,Tomasso Piroli,,PiroliT,True,,,,Litterturbanken_only
4778,,PlanbergP,Peter Planberg,,PlanbergP,True,,,,Litterturbanken_only
4779,,PoppelmanE,Elieser Poppelman,,PoppelmanE,True,,,,Litterturbanken_only
4780,,RademineCE,Carl Eric Rademine,,RademineCE,True,,,,Litterturbanken_only
4781,,RahmKJ,Karl Johan Rahm,,RahmKJ,True,,,,Litterturbanken_only
4782,,RehnNA,Nicolaus Andreæ Rehn,,RehnNA,True,,,,Litterturbanken_only
4783,,RichardAB,Anne Birgitte Richard,,RichardAB,True,,,,Litterturbanken_only
4784,,RichterR,Ragnhildur Richter,,RichterR,True,,,,Litterturbanken_only
4785,,RisbergHC,Hans Christian Risberg,,RisbergHC,True,,,,Litterturbanken_only
4786,,RostbøllBF,Benedikte Fough Rostbøll,,RostbollBF,True,,,,Litterturbanken_only
4787,,RosénJA,Johan August Rosén,,RosenJA,True,,,,Litterturbanken_only
4788,,RudénT,Thorsten Rudén,,RudenT,True,,,,Litterturbanken_only
4789,,RundahlJ,Johan Rundahl,,RundahlJ,True,,,,Litterturbanken_only
4790,,RunnqvistE,Ernst Runnqvist,,RunnqvistE,True,,,,Litterturbanken_only
4791,,RydenT,Thomas Rydén,,RydenT,True,,,,Litterturbanken_only
4792,,SandbergAnna,Anna Sandberg,,SandbergAnna,True,,,,Litterturbanken_only
4793,,SarrimoC,Cristine Sarrimo,,SarrimoC,True,,,,Litterturbanken_only
4794,,SchönheitJH,Johan Heinrich Schönheit,,SchonheitJH,True,,,,Litterturbanken_only
4795,,SegermanL,Lars Segerman,,SegermanL,True,,,,Litterturbanken_only
4796,,SellegrenP,Peter Sellegren,,SellegrenP,True,,,,Litterturbanken_only
4797,,SeulenbergHM,Henrik Mathias von Seulenberg,,SeulenbergHM,True,,,,Litterturbanken_only
4798,,SigsjoR,Ragnar Sigsjö,,SigsjoR,True,,,,Litterturbanken_only
4799,,SilentzN,Nils de Silentz,,SilentzN,True,,,,Litterturbanken_only
4800,,SiltmannDN,David Nathanael von Siltmann,,SiltmannDN,True,,,,Litterturbanken_only
4801,,SjöögrenSM,Sofia Magdalena Sjöögren,,SjoogrenSM,True,,,,Litterturbanken_only
4802,,SmepustEL,Erik Larsson Dahlgren Smepust,,SmepustEL,True,,,,Litterturbanken_only
4803,,SnickarsAC,Ann-Christine Snickars,,SnickarsAC,True,,,,Litterturbanken_only
4804,,SnoilskyCE,Carl Emanuel Snoilsky,,SnoilskyCE,True,,,,Litterturbanken_only
4805,,SnyggBO,Bror Oskar Snygg,,SnyggBO,True,,,,Litterturbanken_only
4806,,SodemannML,Marie Louise Sodemann,,SodemannML,True,,,,Litterturbanken_only
4807,,SommeliusM,Magnus Sommelius,,SommeliusM,True,,,,Litterturbanken_only
4808,,SpolénH,Hans Spolén,,SpolenH,True,,,,Litterturbanken_only
4809,,StockenströmG,Göran Stockenström,,StockenstromG,True,,,,Litterturbanken_only
4810,,StrandJ,Johnny Strand,,StrandJ,True,,,,Litterturbanken_only
4811,,StrangA,Arne Sträng,,StrangA,True,,,,Litterturbanken_only
4812,,StåhlCJ,Carl Johan Ståhl,,StahlCJ,True,,,,Litterturbanken_only
4813,,StåhlEB,Eva-Britta Ståhl,,StahlEB,True,,,,Litterturbanken_only
4814,,SvenoNicolai,Sveno Nicolai Gudhemius,,SvenoNicolai,True,,,,Litterturbanken_only
4815,,SvenskaAkademien,Svenska Akademien,Q207360,SvenskaAkademien,True,,,,Litterturbanken_only
4816,,SSAG,Svenska sällskapet för antropologi och geografi,Q7654863,SSAG,True,,,,Litterturbanken_only
4817,,SvenssonM,Marie Svensson,,SvenssonM,True,,,,Litterturbanken_only
4818,,TalmeP,Peter Talme,,TalmeP,True,,,,Litterturbanken_only
4819,,Tankebyggarorden,Tankebyggarorden,Q7683531,Tankebyggarorden,True,,,,Litterturbanken_only
4820,,TeddeI,Ilaria Tedde,,TeddeI,True,,,,Litterturbanken_only
4821,,ThomasPetri,Thomas Petri Gevaliensis,,ThomasPetri,True,,,,Litterturbanken_only
4822,,ThomsenBT,Bjarne Thorup Thomsen,,ThomsenBT,True,,,,Litterturbanken_only
4823,,ThraneL,Lotte Thrane,,ThraneL,True,,,,Litterturbanken_only
4824,,ThygesenL,Lis Thygesen,,ThygesenL,True,,,,Litterturbanken_only
4825,,TroiliusJ,Jacob Troilius,,TroiliusJ,True,,,,Litterturbanken_only
4826,,TurseniusL,Lars Tursenius,,TurseniusL,True,,,,Litterturbanken_only
4827,,TörnbohmM,M. Törnbohm,,TornbohmM,True,,,,Litterturbanken_only
4828,,VederhusI,Inger Vederhus,,VederhusI,True,,,,Litterturbanken_only
4829,,VictorinH,Hugo Victorin,,VictorinH,True,,,,Litterturbanken_only
4830,,VilhelmsenI,Isabell Vilhelmsen,,VilhelmsenI,True,,,,Litterturbanken_only
4831,,WadstenCF,Carl Friedric Wadsten,,WadstenCF,True,,,,Litterturbanken_only
4832,,WahlgrenV,Vilhelmina Wahlgren,,WahlgrenV,True,,,,Litterturbanken_only
4833,,WahlströmM,Maria Wahlström,Q132471551,WahlstromM,True,,,,Litterturbanken_only
4834,,WalckeSH,Sven Henric Walcke,,WalckeSH,True,,,,Litterturbanken_only
4835,,WallE,Eric Wall,,WallE,True,,,,Litterturbanken_only
4836,,WallbergJ,Jonas Wallberg,,WallbergJ,True,,,,Litterturbanken_only
4837,,WestermanA,Andreas Westerman,,WestermanA,True,,,,Litterturbanken_only
4838,,WisockiHochmuthL,L. Wisocki-Hochmuth,,WisockiHochmuthL,True,,,,Litterturbanken_only
4839,,ZimmermanCA,Carl August Zimmerman,,ZimmermanCA,True,,,,Litterturbanken_only
4840,,ZinkPN,Phil Nik. Zink,,ZinkPN,True,,,,Litterturbanken_only
4841,,Zonas,Zonas,,Zonas,True,,,,Litterturbanken_only
4842,,OhmanFA,Frans August Öhman,,OhmanFA,True,,,,Litterturbanken_only
