url,name,birth
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lagerberg-adam-magnus-emanuel.html,"Lagerberg, Adam Magnus Emanuel",1844-03-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/orsi-paolo.html,"Orsi, Paolo",1859-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/jansson-anders-teodor-sam-owen.html,"Jansson, Anders Teodor Sam Owen",1906-03-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/engkvist-olle-theodor.html,"Engkvist, Olle Theodor",1889-05-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/pallas-peter-simon.html,"Pallas, Peter Simon",1741-09-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/thomas-william-widgery.html,"Thomas, William Widgery",1839-08-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/von-der-hagen-friedrich-heinrich-.html,von der Hagen Friedrich Heinrich,1780-0219
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hellstrom-eric-gunnar.html,"Hellström, Eric Gunnar",— d. 198
https://www.vitterhetsakademien.se/ledamoter/ledamoter/schwabacher-wilhelm-heinrich.html,"Schwabacher, Wilhelm Heinrich",1897-07-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/riant-paul-edouard-bidier.html,"Riant, Paul Edouard Bidier",1836 — d.
https://www.vitterhetsakademien.se/ledamoter/ledamoter/kjollerstrom-sven-gottlieb.html,"Kjöllerström, Sven Gottlieb",1901-01-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/westrin-johan-theodor.html,"Westrin, Johan Theodor",1850-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/biornstad-margareta.html,"Biörnstad, Margareta",1928-05-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/sarauw-georg-frederik-ludvig.html,"Sarauw, Georg Frederik Ludvig",1862-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/sylvander-gustaf-wolmar.html,"Sylvander, Gustaf Wolmar",1816-01-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/stolt-birgit.html,"Stolt, Birgit",1927-06-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/jonsson-bengt-olof-anders-robert.html,"Jonsson, Bengt Olof Anders Robert",1930-03-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/welin-karl-sanfrid-viktor.html,"Welin, Karl Sanfrid Viktor",1855-12-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/tihleman-georg-frans.html,"Tihleman, Georg Frans",1770-08-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/rydberg-sven-tore-alfred.html,"Rydberg, Sven Tore Alfred",1917-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/olsen-magnus-bernhard.html,"Olsen, Magnus Bernhard",1878-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/wallenberg-anna-berit.html,"Wallenberg, Anna Berit",1902-02-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/tigerstedt-karl-konstantin.html,"Tigerstedt, Karl Konstantin",1822-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/palmblad-vilhelm-fredrik.html,"Palmblad, Vilhelm Fredrik",1788-12-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lonnroth-nils-erik-magnus.html,"Lönnroth, Nils Erik Magnus",1910-08-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/liden-oskar-linus.html,"Lidén, Oskar Linus",1870-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/malmqvist-goran.html,"Malmqvist, Göran",1924-06-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/leopold-carl-gustaf.html,"Leopold, Carl Gustaf",1756-04-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/murberg-johan.html,"Murberg, Johan",1734-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/aberg-nils-fritiof.html,"Åberg, Nils Fritiof",1888-07-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/samaran-charles-maxime-donatien.html,"Samaran, Charles Maxime Donatien",1879-10-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/gejvall-nils-gustaf.html,"Gejvall, Nils-Gustaf",1911-12-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/tornebladh-henrik-ragnar.html,"Törnebladh, Henrik Ragnar",1833-02-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/skautrup-jens-peter-andreas.html,"Skautrup, Jens Peter Andreas",1896-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/noreen-erik.html,"Noreen, Erik",1890-11-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/seip-didrik-arup.html,"Seip, Didrik Arup",1884-08-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nordstrom-johan-jacob.html,"Nordström, Johan Jacob",1801-12-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/fryxell-anders.html,"Fryxell, Anders",1795-02-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/svenson-sven-gudmar.html,"Svenson, Sven Gudmar",1919-09-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/kock-ernst-albin.html,"Kock, Ernst Albin",1864-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lagerberg-sven-carl-pontus.html,"Lagerberg, Sven Carl Pontus",1859-09-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/sarlvik-bo-hilding.html,"Särlvik, Bo Hilding",1928-02-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/wiede-levin-christian.html,"Wiede, Levin Christian",1804-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ernout-alfred.html,"Ernout, Alfred",1879-10-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hermelin-olof.html,"Hermelin, Olof",1827-02-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/fett-harry-per.html,"Fett, Harry Per",1875-09-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/granlund-nils-otto-erik.html,"Granlund, Nils Otto Erik",1892-09-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/fant-eric-michael.html,"Fant, Eric Michael",1754-01-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lindqvist-sune.html,"Lindqvist, Sune",1887-03-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/murbach-ernst.html,"Murbach, Ernst",1915-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ljunggren-karl-gustav.html,"Ljunggren, Karl Gustav",1906-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/noreen-adolf-gotthard.html,"Noreen, Adolf Gotthard",1854-03-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/schliemann-johann-ludwig-heinrich-julius.html,"Schliemann, Johann Ludwig Heinrich Julius",1822-01-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/maliniemi--aarmo-henrik.html,"Maliniemi, Aarmo Henrik",1892-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/josephson-ragnar.html,"Josephson, Ragnar",1891-03-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/wiegand-theodor.html,"Wiegand, Theodor",1864-10-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/trapp-oscar-ferdinand.html,"Trapp, Oscar Ferdinand",1847-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/heckscher-eli-filip.html,"Heckscher, Eli Filip",1879-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hesselman-bengt-ivar.html,"Hesselman, Bengt Ivar",1875-12-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/rostovtzeff-michael-ivanovich.html,"Rostovtzeff, Michael Ivanovich",1870-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/vasmer-max-julius-friedrich.html,"Vasmer, Max Julius Friedrich",1886-02-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hedin-josef-natanael.html,"Hedin, Josef Natanael",1880-03-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/vilkuna-kustaa-gideon.html,"Vilkuna, Kustaa Gideon",1902-10-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/flintenberg-johan-david.html,"Flintenberg, Johan David",1762-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/stenberger-marten-karl-herman.html,"Stenberger, Mårten Karl Herman",1898-03-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/widengren-geo.html,"Widengren, Geo",1907-04-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/smith-helmer.html,"Smith, Helmer",1882-04-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lilljekvist-johan-fredrik.html,"Lilljekvist, Johan Fredrik",1863-10-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/malmstrom-carl-gustaf.html,"Malmström, Carl Gustaf",1822-11-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/suhm-peter-frederik.html,"Suhm, Peter Frederik",1728-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/forssell-hans-ludvig.html,"Forssell, Hans Ludvig",1843-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/janse-otto-theodor.html,"Janse, Otto Theodor",1867-09-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/levander-lars-jakob.html,"Levander, Lars Jakob",1883-03-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/fahlbeck-pontus-erland-andersson.html,"Fahlbeck, Pontus Erland Andersson",1850-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/wahlfisk-johan.html,"Wahlfisk, Johan",1842-08-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/panofsky-erwin.html,"Panofsky, Erwin",1892-03-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ewald-victor.html,"Ewald, Victor",1869-01-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/petersen-greve-thaulow.html,"Petersen, Greve Thaulow",1887-10-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/schieche-emil.html,"Schieche, Emil",1901-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/rabe-gustaf-reinhold-daniel.html,"Rabe, Gustaf Reinhold Daniel",1813-01-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/johansson-johan.html,"Johansson, Johan",1840-11-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hallin-axel-johan.html,"Hallin, Axel Johan",1877-06-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/kosay-hamit-zubeyr.html,"Kosay, Hâmit Zübeyr",1898-09-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/henrikson-alf-ragnar-sten.html,"Henrikson, Alf Ragnar Sten",1905-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/bringeus-nils-arvid.html,"Bringéus, Nils-Arvid",1926-03-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/weibull-hans-jorgen.html,"Weibull, Hans Jörgen",1924-04-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nobel-ludvig-immanuel.html,"Nobel, Ludvig Immanuel",1868-02-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/stavenow-ludvig-vilhelm-albert.html,"Stavenow, Ludvig Vilhelm Albert",1864-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/wilson-john-west.html,"Wilson, John West",1816-10-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/roberts-michael.html,"Roberts, Michael",1908-05-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/rydbeck-sven-otto-henrik.html,"Rydbeck, Sven Otto Henrik",1872-08-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/rafn-carl-christian.html,"Rafn, Carl Christian",1795-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/waitz-georg.html,"Waitz, Georg",1813-10-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ridderstad-carl-wilhelm-edvard.html,"Ridderstad, Carl Wilhelm Edvard",1843-08-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/iorga-nicolae.html,"Iorga, Nicolae",1871-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/karlsson-bengt-g..html,"Karlsson, Bengt G.",1961-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lampa-sven-magnus.html,"Lampa, Sven Magnus",1870-08-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/pigorini-luigi.html,"Pigorini, Luigi",1842-01-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/moberg-carl-axel.html,"Moberg, Carl Axel",1872-06-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/alf-samuel-eric.html,"Älf, Samuel Eric",1727-07-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/granlund-john-einar-ludvig.html,"Granlund, John Einar Ludvig",1901-10-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/steen-sverre.html,"Steen, Sverre",1898-08-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ekwall-bror-oscar-eilert.html,"Ekwall, Bror Oscar Eilert",1877-01-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/von-ranke-franz-leopold-.html,von Ranke Franz Leopold,1795 — d.
https://www.vitterhetsakademien.se/ledamoter/ledamoter/mai-angelo.html,"Mai, Angelo",1782-03-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/geffroy-mathieu-auguste.html,"Geffroy, Mathieu Auguste",1820-04-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/enequist-johan.html,"Enequist, Johan",1787-12-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/silow-alvar.html,"Silow, Alvar",1885-07-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/goransson-sven-lucien-marcel-gustaf.html,"Göransson, Sven Lucien Marcel Gustaf",1910-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/jarta-carl-thomas.html,"Järta, Carl Thomas",1802-09-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/sunden-daniel-anders-hjalmar.html,"Sundén, Daniel Anders Hjalmar",1908-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/endzelins-janis.html,"Endzelins, Janis",1873-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/guizot-francois-pierre-guillaume.html,"Guizot, François Pierre Guillaume",1787-10-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/kraszewski-jozef-ignacy.html,"Kraszewski, Józef Ignacy",1812-07-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lepsius-carl-richard.html,"Lepsius, Carl Richard",1810-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/larsson-hans-emil.html,"Larsson, Hans Emil",1855-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/von-schiller-johann-christoph-friedrich-.html,von Schiller Johann Christoph Friedrich,1759-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/albrektson-bertil.html,"Albrektson, Bertil",1929-09-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/tengstrom-jacob.html,"Tengström, Jacob",1755-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lindvall-lars.html,"Lindvall, Lars",1935-12-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/berg-georg-wilhelm.html,"Berg, Georg Wilhelm",1839-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lombard-alf.html,"Lombard, Alf",1902-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nordlander-johan.html,"Nordlander, Johan",1853-12-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/taube-carl-evert-bernhard.html,"Taube, Carl Evert Bernhard",1834-03-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nelson-helge-magnus-oskar.html,"Nelson, Helge Magnus Oskar",1882-04-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/smith-albert-hugh.html,"Smith, Albert Hugh",1903-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/persson-axel-waldemar.html,"Persson, Axel Waldemar",1888-06-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hazelius-artur-immanuel.html,"Hazelius, Artur Immanuel",1833-11-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hampel-jozsef.html,"Hampel, József",1849-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/salven-erik-artur-arvidsson.html,"Salvén, Erik Artur Arvidsson",1889-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hult-olof-torgny.html,"Hult, Olof Torgny",1868-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/trevelyan-george-macaulay.html,"Trevelyan, George Macaulay",1876-02-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/akerstrom-ake-bertil.html,"Åkerström, Åke Bertil",1902-04-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/engelstoft-laurids.html,"Engelstoft, Laurids",1774-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/svensson-sven-agnar-hilding.html,"Svensson, Sven Agnar Hilding",1890-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/reichel-jacob.html,"Reichel, Jacob",1778 — d.
https://www.vitterhetsakademien.se/ledamoter/ledamoter/grauers-sven.html,"Grauers, Sven",1891-12-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/svedelius-wilhelm-erik.html,"Svedelius, Wilhelm Erik",1816-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/mignet-francois-auguste-marie.html,"Mignet, François Auguste Marie",1796-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/schuck-johan-henrik-emil.html,"Schück, Johan Henrik Emil",1855-11-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ehrnberg-gosta-theodor.html,"Ehrnberg, Gösta Theodor",1895-05-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/pirenne-henri.html,"Pirenne, Henri",1862-12-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/sporrong-ulf.html,"Sporrong, Ulf",1936-08-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nilsson-oskar-leonard.html,"Nilsson, Oskar Leonard",1887-04-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/giordano-lokrantz-margherita.html,"Giordano, Lokrantz Margherita",1935-12-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nygren-ernst-ludvig.html,"Nygren, Ernst Ludvig",1889-06-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/akerblad-johan-david.html,"Åkerblad, Johan David",1763-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/von-metternich-winneburg-clemens-wenzel-nepomuk-lothar-furst.html,"von Metternich-Winneburg, Clemens Wenzel Nepomuk Lothar Fürst",1773-05-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/svensson-sigfrid-oskar-svensson.html,"Svensson, Sigfrid Oskar Svensson",1901-06-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hansen-einar-anton.html,"Hansen, Einar Anton",1902-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/jansson-sven-birger-fredrik.html,"Jansson, Sven Birger Fredrik",1906-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/bergfalk-pehr-eric.html,"Bergfalk, Pehr Eric",1798-02-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/regner-gustaf.html,"Regnér, Gustaf",1748-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/cinthio-erik.html,"Cinthio, Erik",1921-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/marsden-william.html,"Marsden, William",1754-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/mezzofanti-giuseppe-gaspardo.html,"Mezzofanti, Giuseppe Gaspardo",1774-09-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/genzmer-felix-stephan-hermann.html,"Genzmer, Felix Stephan Hermann",1878-03-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/molde-frans-bertil.html,"Molde, Frans Bertil",1919-09-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/liljegren-johan-gustaf.html,"Liljegren, Johan Gustaf",1791-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/keyser-jakob-rudolf.html,"Keyser, Jakob Rudolf",1803-01-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nordenfalk-carl-adam-johan.html,"Nordenfalk, Carl Adam Johan",1907-12-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/furumark-josef-arne-gert.html,"Furumark, Josef Arne Gert",1903-09-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/danius-sara.html,"Danius, Sara",1962-04-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ridderstad-carl-anton-august.html,"Ridderstad, Carl Anton August",1848-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/wistrom-johan-alfred.html,"Wiström, Johan Alfred",1830-08-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/egerod-soren-christian.html,"Egerod, Søren Christian",1923-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lotman-jurij-michailovitj.html,"Lotman, Jurij Michailovitj",1922-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lindblom-andreas-adolf-fredrik.html,"Lindblom, Andreas Adolf Fredrik",1889-02-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/pettersson-nils.html,"Pettersson, Nils",1849-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/fabricius-cajus.html,"Fabricius, Cajus",1925-09-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/von-koehne-bernhard-karl-.html,von Koehne Bernhard Karl,1817-07-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/westman-knut-bernhard.html,"Westman, Knut Bernhard",1881-03-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hjarne-harald-gabriel.html,"Hjärne, Harald Gabriel",1848-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hakansson-valentin-gunnar-johannes.html,"Håkansson, Valentin Gunnar Johannes",1886-02-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/stenberger-lisa-kristina.html,"Stenberger, Lisa Kristina",1904-04-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/zettersteen-karl-vilhelm.html,"Zetterstéen, Karl Vilhelm",1866-08-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/helgason-jon.html,"Helgason, Jón",1899-06-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/grape-anders-wilhelm.html,"Grape, Anders Wilhelm",1880-03-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/shetelig-haakon.html,"Shetelig, Haakon",1877-06-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/eberhardt-johan-hartman.html,"Eberhardt, Johan Hartman",1727-10-?
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nerman-birger.html,"Nerman, Birger",1888-10-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/kunik-ernst-eduard.html,"Kunik, Ernst Eduard",1814-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lofstedt-haimon-einar-harald.html,"Löfstedt, Haimon Einar Harald",1880-06-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/havernick-walter.html,"Hävernick, Walter",1905-01-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lewin-bernhard-julius.html,"Lewin, Bernhard Julius",1903-11-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/malmberg-bertil.html,"Malmberg, Bertil",1913-04-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/frisk-jons-ivan-hjalmar.html,"Frisk, Jöns Ivan Hjalmar",1900-08-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/schroder-johan-henrik.html,"Schröder, Johan Henrik",1791-04-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nock-arthur-darby.html,"Nock, Arthur Darby",1902-02-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/lundstrom-karl-johan-vilhelm.html,"Lundström, Karl Johan Vilhelm",1869-05-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/styffe-carl-gustaf.html,"Styffe, Carl Gustaf",1817-03-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/nikander-johan-gabriel.html,"Nikander, Johan Gabriel",1884-05-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/kretzschmar-theodor-johannes.html,"Kretzschmar, Theodor Johannes",1864-11-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/ekblom-richard.html,"Ekblom, Richard",1874-10-3
https://www.vitterhetsakademien.se/ledamoter/ledamoter/storm-gustav.html,"Storm, Gustav",1845-06-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/festin-eric-emanuel.html,"Festin, Eric Emanuel",1878-10-1
https://www.vitterhetsakademien.se/ledamoter/ledamoter/petersen-theodor.html,"Petersen, Theodor",1875-02-0
https://www.vitterhetsakademien.se/ledamoter/ledamoter/junker-hermann.html,"Junker, Hermann",1877-11-2
https://www.vitterhetsakademien.se/ledamoter/ledamoter/hofren-sigurd-emanuel-manne.html,"Hofrén, Sigurd Emanuel (Manne)",1895-09-0
